Ejercicio,Mes,Nombre del punto de distribución,Tipo de asentamiento ,Denominación del asentamiento,Nombre de la vialidad,Número de vialidad (en su caso),Tipo de abastecimiento,Días ,Horarios,Contacto,Capacidad de la unidad ,Geopoint,Nota
2024,Julio,Estancia Infantil Laura Elena Arce Cavazos,Colonia,Fomerrey 114,Calle Basamento,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",7:00 a.m. a 6:00 p.m.,81-51-02-71-60,1000 litros,"25.766171535168326, -100.38001636316038",1 Contenedor
2024,Julio,Lago Superior SN Plaza,Colonia,Lagos del Bosque,Lago Superior,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.602083467664233, -100.25886109999999",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Julio,Parque Estrellas,Colonia,Contry,Vía Láctea,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.637507271762978, -100.27943815766977",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Julio,Las Caleras,Colonia,Catujanes,Las Caleras,91-170,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.570106278030906, -100.23184488273101",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Julio,Parque Pedregal de la Silla,Colonia,Pedregal,Pedregal de la Cañada Sur,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.603457687000844, -100.25687182883487",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Julio,Intersección Jupiter y Palmar,Colonia,Alianza,C. Júpiter,400,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.775152814892273, -100.4190915",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Julio,Terreno entre valle hermoso y valle alto,Colonia,San Angel Sur,Adolfo Lopez Mateos,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.620369914429666, -100.2666931036891",Instalación por parte de la Secretaría de Servicios Públicos. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Julio,Plaza Santa Rosario,Colonia,ALIANZA,Maderereros,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.776743138616126, -100.40464763252022",Instalación por parte de la Secretaría de Servicios Públicos. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Julio,Cima del cerro,Colonia,Canteras,Prolongación Coahuila,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.645028993335842, -100.31318907485354",Instalación por parte de la Secretaría de Servicios Públicos. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Septiembre,Centro de Bienestar Familiar Burócratas municipales,Colonia,Burócratas Municipales,Avenida Alfonso Reyes,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-23,1000 litros,"25.6352203, -100.2990693",1 Contenedor
2024,Septiembre,Centro de Bienestar Familiar  Valle del Mirador,Colonia,Valle del Mirador,Calle Paseo Alicia,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-19,1000 litros,"25.639017498380895, -100.30948000096342",1 Contenedor
2024,Septiembre,Centro de Bienestar Familiar Tierra y Libertad,Colonia,Tierra y Libertad,Calle Liga Femenil,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-59,1000 litros,"25.741158636659847, -100.3381042670378",2 Contenedores
2024,Septiembre,Centro de Bienestar Familiar Valle de Infonavit,Colonia,Valle de Infonavit,Calle Comisión Tripartita,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-17,1000 litros,"25.733042427622237, -100.3813565662574",2 Contenedores
2024,Septiembre,Estancia Infantil Laura Barragan,Colonia,Lomas Modelo,Calle Tenayuca,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",7:00 a.m. a 6:00 p.m.,81-51-02-73-51,1000 litros,"25.740521651325743, -100.36150504403567",1 Contenedor
2024,Septiembre,Defensoria Municipal Zona Centro,Colonia,Treviño,Calle Progreso,400,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-72-82,1000 litros,"25.691325, -100.308678",1 Contenedor
2024,Septiembre,Ciudad del Adulto Mayor,Colonia,Condesa,Avenida Camino al Diente,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-74-72,1000 litros,"25.617715, -100.270741",1 Contenedor
2024,Septiembre,Casa Club del Adulto Mayor Lomas Modelo,Colonia,Lomas Modelo,Calle Tenayuca,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-72-56,1000 litros,"25.74040251877856, -100.36133756827368",1 Contenedor
2024,Septiembre,Oficinas Generales,Colonia,Loma Larga,Loma Redonda,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-86-00,1000 litros,"25.66545928190965, -100.33952533192732",5 Contenedores
2024,Septiembre,Ludoteca Infantil Burócratas Municipales,Colonia,Burócratas Municipales.,Ave. Alfonso Reyes y 18 de Marzo,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,82-81-21-09-27,1000 litros,"25.704949251959427, -100.35631547871262",1 Contenedor
2024,Septiembre,Parque Río Roma,Colonia,Roma,Vesubio,167-S CASETA SPE,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.65174637855849, -100.29504487116512",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Septiembre,Parque Pedregal de la Silla,Colonia,Pedregal,Pedregal de la Cañada Sur,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.60346736233381, -100.25687182883487",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Septiembre,Plaza Santa Rosario,Colonia,ALIANZA,Maderereros,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.776750445509734, -100.40463685090074",Instalación por parte de la Secretaría de Servicios Públicos. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Septiembre,Parque Chimalpopoca,Colonia,Barrio del Parque,P. Chimalpopoca,135,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.781448047793052, -100.3979167",Instalación por parte de la Secretaría de Servicios Públicos. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Septiembre,Cima del cerro,Colonia,Canteras,Prolongación Coahuila,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.645004830342575, -100.31320512986561",Instalación por parte de la Secretaría de Servicios Públicos. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Octubre,Centro de Bienestar Familiar Burócratas municipales,Colonia,Burócratas Municipales,Avenida Alfonso Reyes,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-23,1000 litros,"25.6352203, -100.2990693",1 Contenedor
2024,Octubre,Centro de Bienestar Familiar San Martin,Colonia,San Martín,Calle B. Mitre,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-84,1000 litros,"25.75382243877044, -100.36085244893297",2 Contenedores
2024,Octubre,Centro de Bienestar Familiar Antonio I. Villarreal,Colonia,Antonio I. Villarreal,Calle Veteranos de la Revolución,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-31,1000 litros,"25.70494909056859, -100.3556544251508",1 Contenedor
2024,Octubre,Centro de Bienestar Familiar Fomerrey 45,Colonia,Fomerrey 45,Calle Paseo de la Cima,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-85,1000 litros,"25.591861, -100.245479",1 Contenedor
2024,Octubre,Centro de Bienestar Familiar Canoas,Colonia,Condesa,Avenida Camino al Diente,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-81-03-92-47,1000 litros,"25.732646349978957, -100.38125183185065",1 Contenedor
2024,Octubre,Estancia Infantil Laura Elena Arce Cavazos,Colonia,Fomerrey 114,Calle Basamento,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",7:00 a.m. a 6:00 p.m.,81-39-50-01-72,1000 litros,"25.766171535168326, -100.38001636316038",1 Contenedor
2024,Octubre,Defensoria Municipal Zona Norte,Colonia,Provileón,Calle Netzahualpilli,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-69-93,1000 litros,"25.760578941687836, -100.36460777421931",1 Contenedor
2024,Octubre,Guarderia Especial,Colonia,Antonio I. Villarreal,Calle 1913,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-19-87-06-38,1000 litros,"25.704949251959427, -100.35631547871262",2 Contenedores
2024,Octubre,Clinica de Atención Integral al Autismo,Colonia,Pio X,San José,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-19-82-90-03,1000 litros,"25.6600288, -100.3313338",1 Contenedor
2024,Octubre,Centro de Bienestar Familiar Colonia Heriberto Jara,Colonia,Independencia,Baja California,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-17-83-90-90,1000 litros,"25.6536853, -100.3091658",1 Contenedor
2024,Octubre,Parque Río Roma,Colonia,Roma,Vesubio,167-S CASETA SPE,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.65174637855849, -100.29504487116512",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Octubre,Intersección Lazaro Garza Ayala y Bernabe González,Colonia,4 de diciembre,C. Lázaro Garza Áyala,2145,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.740480667891184, -100.33412347116513",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Octubre,Intersección Amarinta y Quelonia,Colonia,Fomerrey 24,Amarinta,1826,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.787190851042446, -100.37652779999998",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Octubre,Plaza Santa Rosario,Colonia,ALIANZA,Maderereros,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.776750445509734, -100.40463685090074",Instalación por parte de la Secretaría de Servicios Públicos. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Enero,Centro de Bienestar Familiar Burócratas municipales,Colonia,Burócratas Municipales,Avenida Alfonso Reyes,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-23,1000 litros,"25.6352203, -100.2990693",1 Contenedor
2024,Enero,Centro de Bienestar Familiar  Valle del Mirador,Colonia,Valle del Mirador,Calle Paseo Alicia,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-19,1000 litros,"25.639017498380895, -100.30948000096342",1 Contenedor
2024,Enero,Centro de Bienestar Familiar Fomerrey 114,Colonia,Fomerrey 114,Calle Basamento,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-61,1000 litros,"25.766171535168326, -100.38001636316038",1 Contenedor
2024,Enero,Centro de Bienestar Familiar Francisco Zarco,Colonia,Topo Chico,Calle Salinas,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-33,1000 litros,"25.73511379351004, -100.33152897391555",2 Contenedores
2024,Enero,Centro para el Desarrollo del Talento,Colonia,El Porvenir,Calle Didimas,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-92,1000 litros,"25.76727645211472, -100.36727521852794",1 Contenedor
2024,Enero,Centro de Bienestar Familiar Antonio I. Villarreal,Colonia,Antonio I. Villarreal,Calle Veteranos de la Revolución,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-31,1000 litros,"25.70494909056859, -100.3556544251508",1 Contenedor
2024,Enero,Centro PAPTI,Colonia,Treviño,CalleProgreso,400,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-63,1000 litros,"25.691238211454028, -100.30858193445506",1 Contenedor
2024,Enero,Estancia Infantil Laura Elena Arce Cavazos,Colonia,Fomerrey 114,Calle Basamento,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",7:00 a.m. a 6:00 p.m.,81-51-02-71-60,1000 litros,"25.766171535168326, -100.38001636316038",1 Contenedor
2024,Enero,Centro de Bienestar Familiar Colonia Heriberto Jara,Colonia,Independencia,Baja California,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-17-83-90-90,1000 litros,"25.6536853, -100.3091658",1 Contenedor
2024,Enero,Ludoteca Infantil Burócratas Municipales,Colonia,Burócratas Municipales,Ave. Alfonso Reyes y 18 de Marzo,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,82-81-21-09-27,1000 litros,"25.704949251959427, -100.35631547871262",1 Contenedor
2024,Enero,Lago Superior SN Plaza,Colonia,Lagos del Bosque,Lago Superior,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.602083467664233, -100.25886109999999",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Enero,Rotonda Av. La Rioja,Colonia,La Rioja Sector Leiva,Foncea 100,100,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.581055687223706, -100.2454274288349",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Enero,Gran Parque Satelite,Colonia,Satélite,Cd Satélite,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.604182438744143, -100.26993815766976",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Enero,Parque Río Roma,Colonia,Roma,Vesubio,167-S CASETA SPE,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.65174637855849, -100.2950556",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Enero,Intersección Calle Mauricio y Madagascar,Colonia,Laderas del Mirador,Mauricio y Madagascar,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.62983753202405, -100.30635977360622",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Enero,Parque Pedregal de la Silla,Colonia,Pedregal,Pedregal de la Cañada Sur,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.603457687000844, -100.25687182883487",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Enero,Intersección Jupiter y Palmar,Colonia,Alianza,C. Júpiter,400,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.775152814892273, -100.4190915",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Enero,Intersección Lazaro Garza Ayala y Bernabe González,Colonia,4 de diciembre,C. Lázaro Garza Áyala,2145,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.740480667891184, -100.33414492883489",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Enero,Intersección Amarinta y Quelonia,Colonia,Fomerrey 24,Amarinta,1826,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.787171530208884, -100.37652779999998",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Enero,Terreno Calle Cedro y Alamo,Colonia,Real de Cumbres,Cedro,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.750727031692296, -100.40143815766976",Instalación por parte de la Secretaría de Servicios Públicos. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
